,Parameter Name,Site_keys,LU,ppm
344,TSP - combined,[ 39.314167 -76.613333],"{'Commercial and Services': 0.41, 'Residential': 0.55, 'Other urban or built-up land': 0.04}",0.015269565
345,TSP - combined,[ 39.243997 -76.508574],"{'Commercial and Services': 0.14, 'Residential': 0.75, 'Streams and canals': 0.06, 'Industrial': 0.05}",0.024552622
346,TSP - combined,[ 39.310833 -76.474444],"{'Residential': 0.93, 'Mixed urban or built-up land': 0.07}",0.018032654000000002
347,TSP - combined,[ 38.070128 -76.458564],{'Bays and estuaries': 1.0},0.01005
348,TSP - combined,[ 39.609001 -75.82966 ],"{'Commercial and Services': 0.38, 'Residential': 0.5, 'Deciduous forest land': 0.12}",0.013409091000000001
349,TSP - combined,[ 39.408713 -77.398596],"{'Industrial': 0.09, 'Commercial and Services': 0.11, 'Residential': 0.26, 'Other urban or built-up land': 0.02, 'Cropland and pasture': 0.5, 'Transportation, communications and services': 0.02}",0.013630951999999998
350,TSP - combined,[ 39.016777 -77.071922],"{'Commercial and Services': 0.05660377358490566, 'Residential': 0.4716981132075472, 'Transportation, communications and services': 0.4716981132075472}",0.014209999999999999
351,TSP - combined,[ 39.082608 -77.151924],"{'Commercial and Services': 0.175, 'Residential': 0.325, 'Transportation, communications and services': 0.5}",0.010171429
352,TSP - combined,[ 38.924001 -76.90414 ],"{'Residential': 0.5040650406504065, 'Industrial and commercial complexes': 0.13008130081300814, 'Transportation, communications and services': 0.36585365853658536}",0.013553846
353,TSP - combined,[ 38.978166 -76.944697],"{'Commercial and Services': 0.05, 'Residential': 0.95}",0.019745408
354,TSP - combined,[ 38.959833 -76.94553 ],"{'Commercial and Services': 0.07407407407407407, 'Residential': 0.9259259259259259}",0.012944
355,TSP - combined,[ 39.104552 -76.86664 ],"{'Commercial and Services': 0.28, 'Residential': 0.58, 'Deciduous forest land': 0.14}",0.028161431
356,TSP - combined,[ 38.362618 -75.603258],"{'Commercial and Services': 0.27, 'Residential': 0.7, 'Industrial': 0.03}",0.011633334
357,TSP - combined,[ 38.362062 -75.599091],"{'Commercial and Services': 0.21, 'Residential': 0.79}",0.000205
358,TSP - combined,[ 41.636493 -70.932539],"{'Commercial and Services': 0.02, 'Residential': 0.88, 'Transitional areas': 0.01, 'Mixed urban or built-up land': 0.09}",0.012254098
359,TSP - combined,[ 41.70038  -71.151156],"{'Commercial and Services': 0.46, 'Residential': 0.12, 'Industrial': 0.35, 'Transportation, communications and services': 0.07}",0.013592857
360,TSP - combined,[ 42.108983 -72.594811],"{'Commercial and Services': 0.75, 'Transportation, communications and services': 0.25}",0.014766444000000002
361,TSP - combined,[ 42.375097 -71.124497],"{'Commercial and Services': 0.06, 'Residential': 0.39, 'Streams and canals': 0.05, 'Transportation, communications and services': 0.5}",0.0148375
362,TSP - combined,[ 42.329542 -71.067828],"{'Commercial and Services': 0.49, 'Residential': 0.01, 'Transportation, communications and services': 0.5}",0.017339286
363,TSP - combined,[ 42.258704 -71.800072],"{'Commercial and Services': 0.23376623376623376, 'Residential': 0.1038961038961039, 'Industrial': 0.16233766233766234, 'Other urban or built-up land': 0.05844155844155844, 'Transportation, communications and services': 0.44155844155844154}",7.000000000000001e-05
364,TSP - combined,[ 42.260102 -71.798375],"{'Commercial and Services': 0.3422818791946309, 'Residential': 0.08053691275167785, 'Industrial': 0.03355704697986577, 'Other urban or built-up land': 0.087248322147651, 'Transportation, communications and services': 0.4563758389261745}",0.016352173999999997
365,TSP - combined,[ 42.263426 -71.802016],"{'Commercial and Services': 0.5445544554455446, 'Residential': 0.43564356435643564, 'Transportation, communications and services': 0.019801980198019802}",0.000187273
366,TSP - combined,[ 42.917582 -71.999525],"{'Nonforested wetland': 0.046511627906976744, 'Mixed forest land': 0.9534883720930233}",0.016142966
367,TSP - combined,[ 42.935914 -72.277586],"{'Commercial and Services': 0.3, 'Residential': 0.7}",0.011847917000000001
368,TSP - combined,[ 44.470614 -71.168132],"{'Residential': 0.56, 'Streams and canals': 0.03, 'Industrial': 0.24, 'Deciduous forest land': 0.17}",0.012602391000000001
369,TSP - combined,[ 43.750905 -71.690912],"{'Commercial and Services': 0.018691588785046728, 'Residential': 0.1308411214953271, 'Mixed forest land': 0.8504672897196262}",0.01137234
370,TSP - combined,[ 42.99064  -71.458955],"{'Commercial and Services': 0.53, 'Residential': 0.47}",0.00364
371,TSP - combined,[ 42.758145 -71.465621],"{'Commercial and Services': 0.27, 'Residential': 0.52, 'Industrial': 0.21}",0.012901352000000001
372,TSP - combined,[ 43.199525 -71.552294],"{'Commercial and Services': 0.26, 'Other urban or built-up land': 0.15, 'Cropland and pasture': 0.08, 'Residential': 0.51}",0.012625483000000002
373,TSP - combined,[ 43.077589 -70.753665],"{'Industrial': 0.06, 'Commercial and Services': 0.3, 'Residential': 0.3, 'Streams and canals': 0.19, 'Lakes': 0.03, 'Transportation, communications and services': 0.12}",0.012493478
374,TSP - combined,[ 39.948724 -75.121009],"{'Commercial and Services': 0.7, 'Residential': 0.07, 'Transportation, communications and services': 0.11, 'Transitional areas': 0.12}",0.012747291
375,TSP - combined,[ 39.925669 -75.040727],"{'Commercial and Services': 0.54, 'Cropland and pasture': 0.46}",0.000109091
376,TSP - combined,[ 40.553438 -74.139031],"{'Other urban or built-up land': 0.03, 'Residential': 0.96, 'Deciduous forest land': 0.01}",0.012285714000000001
377,TSP - combined,[ 39.709558 -75.123232],"{'Commercial and Services': 0.61, 'Residential': 0.39}",0.00014000000000000001
378,TSP - combined,[ 40.668159 -74.102365],"{'Commercial and Services': 0.16, 'Residential': 0.02, 'Bays and estuaries': 0.33, 'Transportation, communications and services': 0.49}",0.014023001
379,TSP - combined,[ 40.722046 -74.053752],"{'Commercial and Services': 0.6, 'Residential': 0.4}",0.013547726999999999
380,TSP - combined,[ 40.22122  -74.769328],"{'Commercial and Services': 0.82, 'Residential': 0.04, 'Streams and canals': 0.14}",0.000154167
381,TSP - combined,[ 40.918381 -74.168092],"{'Commercial and Services': 0.8, 'Residential': 0.2}",0.000143636
382,TSP - combined,[ 40.662047 -74.208478],"{'Commercial and Services': 0.07, 'Residential': 0.93}",0.009204761999999998
383,TSP - combined,[ 42.64851  -73.775963],"{'Commercial and Services': 0.375, 'Residential': 0.125, 'Transportation, communications and services': 0.5}",0.012461702000000002
384,TSP - combined,[ 42.64225 -73.75464],"{'Commercial and Services': 0.34806629834254144, 'Residential': 0.03867403314917127, 'Streams and canals': 0.06077348066298342, 'Transportation, communications and services': 0.5524861878453039}",0.013104255
385,TSP - combined,[ 40.831767 -73.903748],"{'Residential': 0.5, 'Transportation, communications and services': 0.5}",0.00016555599999999997
386,TSP - combined,[ 42.115614 -79.219213],"{'Commercial and Services': 0.44, 'Residential': 0.37, 'Deciduous forest land': 0.08, 'Other urban or built-up land': 0.07, 'Cropland and pasture': 0.04}",0.0123672
387,TSP - combined,[ 42.079796 -76.805789],"{'Commercial and Services': 0.32, 'Residential': 0.68}",0.00014000000000000001
388,TSP - combined,[ 42.09063  -76.801345],"{'Commercial and Services': 0.84, 'Residential': 0.16}",0.000351818
389,TSP - combined,[ 44.695599 -73.45319 ],"{'Commercial and Services': 0.6, 'Residential': 0.33, 'Industrial': 0.02, 'Other urban or built-up land': 0.05}",0.013624444000000001
390,TSP - combined,[ 41.721482 -73.938193],"{'Streams and canals': 0.61, 'Industrial': 0.3, 'Deciduous forest land': 0.09}",0.000184167
391,TSP - combined,[ 42.871169 -78.830312],"{'Commercial and Services': 0.01, 'Residential': 0.08, 'Industrial': 0.67, 'Transportation, communications and services': 0.24}",0.000214167
392,TSP - combined,[ 42.876907 -78.809526],"{'Commercial and Services': 0.35, 'Residential': 0.44, 'Other urban or built-up land': 0.11, 'Transportation, communications and services': 0.1}",0.00024249999999999999
393,TSP - combined,[ 42.841169 -78.828089],"{'Commercial and Services': 0.44, 'Residential': 0.56}",0.0002275
394,TSP - combined,[ 42.640894 -78.535578],"{'Commercial and Services': 0.16, 'Residential': 0.31, 'Deciduous forest land': 0.04, 'Cropland and pasture': 0.49}",0.000329167
395,TSP - combined,[ 42.905891 -78.84309 ],"{'Commercial and Services': 0.09, 'Residential': 0.34, 'Other urban or built-up land': 0.37, 'Transportation, communications and services': 0.2}",0.00019500000000000002
396,TSP - combined,[ 42.99551 -78.90152],"{'Industrial': 0.11, 'Deciduous forest land': 0.02, 'Residential': 0.01, 'Other urban or built-up land': 0.07, 'Transportation, communications and services': 0.64, 'Transitional areas': 0.15}",0.000264167
397,TSP - combined,[ 42.818948 -78.840589],"{'Residential': 0.45132743362831856, 'Industrial': 0.017699115044247787, 'Other urban or built-up land': 0.20353982300884957, 'Transportation, communications and services': 0.3274336283185841}",0.00015900000000000002
398,TSP - combined,[ 44.39308 -73.8589 ],{'Deciduous forest land': 1.0},0.00031833299999999996
399,TSP - combined,[ 44.362274 -74.1521  ],"{'Forested wetland': 0.18620689655172415, 'Deciduous forest land': 0.12413793103448276, 'Mixed forest land': 0.6896551724137931}",0.000347583
400,TSP - combined,[ 43.051462 -74.344024],"{'Commercial and Services': 0.63, 'Residential': 0.37}",0.000282714
401,TSP - combined,[ 43.413401 -74.276526],"{'Forested wetland': 0.3150684931506849, 'Mixed forest land': 0.684931506849315}",0.00022
402,TSP - combined,[ 43.970895 -75.911034],"{'Commercial and Services': 0.32, 'Residential': 0.68}",0.000295
403,TSP - combined,[ 44.100054 -76.366891],"{'Bays and estuaries': 0.66, 'Cropland and pasture': 0.34}",0.00022
404,TSP - combined,[ 40.73277 -73.94722],"{'Commercial and Services': 0.28, 'Residential': 0.07, 'Industrial': 0.54, 'Transportation, communications and services': 0.11}",0.00017999999999999998
405,TSP - combined,[ 40.654271 -74.004862],"{'Mixed urban or built-up land': 0.3, 'Transportation, communications and services': 0.58, 'Residential': 0.12}",0.00021
406,TSP - combined,[ 43.787847 -75.47685 ],"{'Residential': 0.34394904458598724, 'Cropland and pasture': 0.6369426751592356, 'Transportation, communications and services': 0.01910828025477707}",0.000319917
407,TSP - combined,[ 43.200895 -77.641114],"{'Commercial and Services': 0.1, 'Residential': 0.22, 'Industrial': 0.68}",0.013006924999999999
408,TSP - combined,[ 43.158442 -77.564302],"{'Commercial and Services': 0.53, 'Residential': 0.31, 'Industrial': 0.16}",0.000249091
409,TSP - combined,[ 43.161062 -77.603293],"{'Commercial and Services': 0.45614035087719296, 'Transportation, communications and services': 0.543859649122807}",0.0002575
410,TSP - combined,[ 40.74316 -73.58549],"{'Commercial and Services': 0.305, 'Other urban or built-up land': 0.195, 'Transportation, communications and services': 0.5}",0.0004245
411,TSP - combined,[ 40.657603 -73.641518],"{'Commercial and Services': 0.66, 'Residential': 0.34}",0.000463333
412,TSP - combined,[ 40.863988 -73.630405],"{'Commercial and Services': 0.49, 'Residential': 0.51}",8.999999999999999e-05
413,TSP - combined,[ 40.821768 -73.947638],"{'Commercial and Services': 0.17355371900826447, 'Mixed urban or built-up land': 0.8264462809917356}",0.000319333
414,TSP - combined,[ 40.739546 -73.985694],"{'Commercial and Services': 0.02, 'Mixed urban or built-up land': 0.98}",0.016004412000000003
415,TSP - combined,[ 43.085889 -78.996154],"{'Residential': 0.365, 'Industrial': 0.135, 'Transportation, communications and services': 0.5}",0.000297667
416,TSP - combined,[ 43.128732 -79.031883],"{'Commercial and Services': 0.435, 'Strip mines, quarries and gravel pits': 0.065, 'Transportation, communications and services': 0.5}",0.00047326899999999996
417,TSP - combined,[ 43.095612 -79.055045],"{'Commercial and Services': 0.15151515151515152, 'Residential': 0.3434343434343434, 'Transportation, communications and services': 0.5050505050505051}",0.00024
418,TSP - combined,[ 43.100903 -75.232942],"{'Commercial and Services': 0.75, 'Residential': 0.25}",0.0004285
419,TSP - combined,[ 43.218126 -75.455175],{'Residential': 1.0},0.000749808
420,TSP - combined,[ 43.10007  -75.196274],"{'Shrub-brushland rangeland': 0.16, 'Industrial': 0.29, 'Transportation, communications and services': 0.5, 'Mixed forest land': 0.05}",0.000412692
421,TSP - combined,[ 43.09892 -75.22506],"{'Commercial and Services': 0.36, 'Residential': 0.64}",0.00047796300000000003
422,TSP - combined,[ 43.057011 -76.077422],"{'Commercial and Services': 0.3837837837837838, 'Residential': 0.04864864864864865, 'Industrial': 0.02702702702702703, 'Transportation, communications and services': 0.5405405405405406}",0.00046625000000000003
423,TSP - combined,[ 43.060345 -76.202981],"{'Residential': 0.64, 'Industrial': 0.21, 'Other urban or built-up land': 0.06, 'Transportation, communications and services': 0.09}",0.016875855000000002
424,TSP - combined,[ 43.050457 -76.133416],"{'Commercial and Services': 0.42857142857142855, 'Residential': 0.061224489795918366, 'Transportation, communications and services': 0.5102040816326531}",0.000787273
425,TSP - combined,[ 42.727578 -73.672062],"{'Commercial and Services': 0.54, 'Residential': 0.46}",0.010868182000000002
426,TSP - combined,[ 42.825633 -73.92679 ],"{'Commercial and Services': 0.03, 'Residential': 0.67, 'Streams and canals': 0.01, 'Industrial': 0.29}",0.0004898109999999999
427,TSP - combined,[ 42.680075 -74.494306],"{'Commercial and Services': 0.53, 'Residential': 0.4, 'Cropland and pasture': 0.07}",0.000345094
428,TSP - combined,[ 42.374795 -76.864681],"{'Commercial and Services': 0.48, 'Residential': 0.29, 'Forested wetland': 0.08, 'Cropland and pasture': 0.04, 'Mixed forest land': 0.11}",0.000274167
429,TSP - combined,[ 44.936993 -74.874085],"{'Deciduous forest land': 0.03, 'Reservoirs': 0.03, 'Commercial and Services': 0.38, 'Residential': 0.32, 'Streams and canals': 0.11, 'Transportation, communications and services': 0.13}",0.000337755
430,TSP - combined,[ 44.70173  -75.496614],"{'Commercial and Services': 0.44, 'Residential': 0.21, 'Industrial': 0.06, 'Reservoirs': 0.29}",0.010872881
431,TSP - combined,[ 40.844542 -73.276504],"{'Commercial and Services': 0.26666666666666666, 'Residential': 0.6296296296296297, 'Transportation, communications and services': 0.1037037037037037}",0.013065517
432,TSP - combined,[ 40.944543 -73.072051],"{'Commercial and Services': 0.4864864864864865, 'Residential': 0.5135135135135135}",0.000284167
433,TSP - combined,[ 41.766758 -74.630437],"{'Cropland and pasture': 0.64, 'Deciduous forest land': 0.36}",0.000395455
434,TSP - combined,[ 40.90871  -73.837079],"{'Commercial and Services': 0.029411764705882353, 'Residential': 0.9705882352941176}",0.00015
435,TSP - combined,[ 40.93149 -73.76575],"{'Commercial and Services': 0.4, 'Residential': 0.33, 'Other urban or built-up land': 0.04, 'Transportation, communications and services': 0.23}",0.00047122799999999997
436,TSP - combined,[ 40.932321 -73.895969],"{'Commercial and Services': 0.2, 'Residential': 0.8}",0.000495
437,TSP - combined,[ 40.907599 -73.781244],"{'Commercial and Services': 0.36936936936936937, 'Residential': 0.6306306306306306}",0.000476083
438,TSP - combined,[ 41.03093  -73.767077],"{'Mixed urban or built-up land': 0.99, 'Residential': 0.01}",0.000229167
439,TSP - combined,[ 40.422847 -79.97283 ],"{'Residential': 0.8620689655172413, 'Other urban or built-up land': 0.13793103448275862}",0.015512172000000001
440,TSP - combined,[ 40.41368  -79.941162],"{'Residential': 0.86, 'Industrial': 0.05, 'Deciduous forest land': 0.09}",0.001004808
441,TSP - combined,[ 40.443367 -79.990293],"{'Commercial and Services': 0.53, 'Residential': 0.16, 'Transportation, communications and services': 0.31}",0.01093
442,TSP - combined,[ 40.323768 -79.868062],"{'Commercial and Services': 0.07317073170731707, 'Residential': 0.6260162601626016, 'Deciduous forest land': 0.11382113821138211, 'Mixed forest land': 0.18699186991869918}",0.010341463
443,TSP - combined,[ 40.402328 -79.860973],"{'Commercial and Services': 0.29, 'Residential': 0.61, 'Deciduous forest land': 0.03, 'Industrial': 0.05, 'Other urban or built-up land': 0.02}",0.0005918329999999999
444,TSP - combined,[ 40.416736 -79.884216],"{'Residential': 0.82, 'Industrial': 0.18}",0.000259167
445,TSP - combined,[ 40.396736 -79.863382],"{'Commercial and Services': 0.31, 'Residential': 0.09, 'Streams and canals': 0.24, 'Industrial': 0.36}",0.00045425
446,TSP - combined,[ 40.352569 -79.926716],"{'Residential': 0.32, 'Deciduous forest land': 0.09, 'Transportation, communications and services': 0.58, 'Mixed forest land': 0.01}",0.000261818
447,TSP - combined,[ 40.372013 -79.848381],"{'Residential': 0.96, 'Industrial': 0.04}",0.00040833300000000004
448,TSP - combined,[ 40.547011 -79.78366 ],"{'Commercial and Services': 0.11, 'Residential': 0.83, 'Deciduous forest land': 0.06}",0.000482417
449,TSP - combined,[ 40.499767 -80.071337],"{'Residential': 0.68, 'Streams and canals': 0.25, 'Industrial': 0.07}",0.00061
450,TSP - combined,[ 40.438402 -80.068666],"{'Commercial and Services': 0.25203252032520324, 'Residential': 0.7479674796747967}",0.000411667
451,TSP - combined,[ 40.375644 -80.169943],"{'Commercial and Services': 0.17, 'Strip mines, quarries and gravel pits': 0.02, 'Deciduous forest land': 0.18, 'Cropland and pasture': 0.63}",0.00055725
452,TSP - combined,[ 40.441179 -80.240338],"{'Residential': 0.48514851485148514, 'Deciduous forest land': 0.19801980198019803, 'Transportation, communications and services': 0.22772277227722773, 'Evergreen forest land': 0.0891089108910891}",0.0005230909999999999
453,TSP - combined,[ 40.635019 -80.444223],"{'Commercial and Services': 0.21, 'Residential': 0.36, 'Industrial': 0.12, 'Deciduous forest land': 0.31}",0.00015
454,TSP - combined,[ 40.685019 -80.324775],"{'Residential': 0.52, 'Streams and canals': 0.45, 'Evergreen forest land': 0.03}",0.000635
455,TSP - combined,[ 40.701407 -80.28033 ],"{'Commercial and Services': 0.35, 'Residential': 0.03, 'Streams and canals': 0.16, 'Industrial': 0.28, 'Transportation, communications and services': 0.18}",0.0003725
456,TSP - combined,[ 40.591686 -80.22755 ],"{'Commercial and Services': 0.44, 'Residential': 0.56}",0.00047149999999999997
457,TSP - combined,[ 40.630019 -80.50867 ],"{'Reservoirs': 0.047619047619047616, 'Mixed forest land': 0.9523809523809523}",0.00040177800000000004
458,TSP - combined,[ 40.765018 -80.321442],"{'Commercial and Services': 0.19, 'Residential': 0.81}",0.000627451
459,TSP - combined,[ 40.350833 -75.935278],"{'Residential': 0.77, 'Industrial': 0.23}",0.0005381819999999999
460,TSP - combined,[ 40.337789 -75.946856],"{'Commercial and Services': 0.34, 'Residential': 0.45, 'Industrial': 0.21}",0.012670968
461,TSP - combined,[ 40.332232 -75.628513],"{'Commercial and Services': 0.1, 'Residential': 0.89, 'Cropland and pasture': 0.01}",0.00018714300000000002
462,TSP - combined,[ 40.556676 -75.977967],"{'Commercial and Services': 0.17, 'Residential': 0.66, 'Cropland and pasture': 0.17}",0.00038509099999999995
463,TSP - combined,[ 40.324455 -75.930745],"{'Commercial and Services': 0.79, 'Residential': 0.18, 'Industrial': 0.03}",0.009052632000000001
464,TSP - combined,[ 40.403056 -75.928611],"{'Commercial and Services': 0.07, 'Residential': 0.15, 'Industrial': 0.09, 'Cropland and pasture': 0.65, 'Strip mines, quarries and gravel pits': 0.04}",0.000458417
465,TSP - combined,[ 40.377222 -75.914444],"{'Residential': 0.72, 'Industrial': 0.23, 'Deciduous forest land': 0.05}",0.00023
466,TSP - combined,[ 40.316401 -76.009636],"{'Commercial and Services': 0.3, 'Residential': 0.42, 'Cropland and pasture': 0.28}",0.0009866669999999999
467,TSP - combined,[ 40.535278 -78.370833],"{'Commercial and Services': 0.1292517006802721, 'Residential': 0.1292517006802721, 'Deciduous forest land': 0.6802721088435374, 'Other urban or built-up land': 0.047619047619047616, 'Transportation, communications and services': 0.013605442176870748}",0.000564083
468,TSP - combined,[ 40.515572 -78.400824],"{'Commercial and Services': 0.4479638009049774, 'Deciduous forest land': 0.45248868778280543, 'Industrial': 0.004524886877828055, 'Other urban or built-up land': 0.09502262443438914}",0.00032799999999999995
469,TSP - combined,[ 41.762498 -76.443254],"{'Commercial and Services': 0.19, 'Residential': 0.37, 'Streams and canals': 0.2, 'Transportation, communications and services': 0.24}",0.000512833
470,TSP - combined,[ 40.107222 -74.882222],"{'Commercial and Services': 0.27, 'Residential': 0.73}",0.00036700000000000014
471,TSP - combined,[ 40.272231 -75.130164],"{'Commercial and Services': 0.16911764705882354, 'Cropland and pasture': 0.7352941176470589, 'Other urban or built-up land': 0.09558823529411764}",0.000513667
472,TSP - combined,[ 41.00557  -79.716976],{'Deciduous forest land': 1.0},0.00026000000000000003
473,TSP - combined,[ 40.342797 -78.935564],"{'Residential': 0.12352941176470589, 'Industrial': 0.12941176470588237, 'Deciduous forest land': 0.5882352941176471, 'Mixed urban or built-up land': 0.1588235294117647}",0.000346667
474,TSP - combined,[ 40.325852 -78.916952],"{'Commercial and Services': 0.30319148936170215, 'Residential': 0.05319148936170213, 'Industrial': 0.11170212765957446, 'Deciduous forest land': 0.5319148936170213}",0.012450000000000001
475,TSP - combined,[ 40.346686 -78.886396],"{'Residential': 0.43147208121827413, 'Industrial': 0.06091370558375635, 'Deciduous forest land': 0.5076142131979695}",0.00047083300000000004
476,TSP - combined,[ 40.299464 -78.906952],"{'Residential': 0.4784688995215311, 'Deciduous forest land': 0.5167464114832536, 'Other urban or built-up land': 0.004784688995215311}",0.009444231
477,TSP - combined,[ 40.803056 -75.608333],"{'Commercial and Services': 0.2248062015503876, 'Residential': 0.5968992248062015, 'Deciduous forest land': 0.17829457364341086}",0.011280952000000002
478,TSP - combined,[ 40.793901 -77.859416],"{'Commercial and Services': 0.73, 'Residential': 0.27}",0.00030575000000000003
479,TSP - combined,[ 39.964736 -75.607125],"{'Commercial and Services': 0.02, 'Residential': 0.96, 'Industrial and commercial complexes': 0.02}",0.0002475
480,TSP - combined,[ 39.972222 -75.813056],"{'Commercial and Services': 0.05, 'Residential': 0.3, 'Industrial': 0.11, 'Deciduous forest land': 0.54}",0.019136833000000002
481,TSP - combined,[ 40.139456 -75.520732],"{'Commercial and Services': 0.04, 'Residential': 0.65, 'Industrial': 0.19, 'Cropland and pasture': 0.12}",0.009638462
482,TSP - combined,[ 41.356121 -79.217236],"{'Deciduous forest land': 0.9900990099009901, 'Evergreen forest land': 0.009900990099009901}",0.011409259000000001
483,TSP - combined,[ 41.131118 -77.433567],"{'Residential': 0.2, 'Cropland and pasture': 0.58, 'Transportation, communications and services': 0.22}",0.011757706000000001
484,TSP - combined,[ 40.246404 -76.897721],"{'Commercial and Services': 0.38, 'Residential': 0.62}",0.010139286
485,TSP - combined,[ 40.192793 -76.728549],"{'Commercial and Services': 0.24, 'Residential': 0.43, 'Streams and canals': 0.18, 'Mixed urban or built-up land': 0.15}",0.000155
486,TSP - combined,[ 40.230571 -76.832163],"{'Residential': 0.68, 'Streams and canals': 0.03, 'Industrial': 0.29}",0.00017999999999999998
487,TSP - combined,[ 40.263056 -76.877222],"{'Commercial and Services': 0.71, 'Residential': 0.14, 'Transportation, communications and services': 0.15}",0.00021454499999999999
488,TSP - combined,[ 39.835556 -75.3725  ],"{'Residential': 0.08, 'Streams and canals': 0.5, 'Industrial': 0.28, 'Transitional areas': 0.14}",0.13522102800000002
489,TSP - combined,[ 39.919736 -75.383785],"{'Commercial and Services': 0.25925925925925924, 'Residential': 0.7407407407407407}",0.07690166000000001
490,TSP - combined,[ 39.890014 -75.281282],"{'Commercial and Services': 0.11, 'Residential': 0.51, 'Industrial and commercial complexes': 0.37, 'Nonforested wetland': 0.01}",0.079937178
491,TSP - combined,[ 41.963618 -80.40394 ],"{'Mixed urban or built-up land': 0.15254237288135594, 'Cropland and pasture': 0.847457627118644}",0.000223333
492,TSP - combined,[ 42.119727 -79.985037],"{'Cropland and pasture': 0.09, 'Deciduous forest land': 0.48, 'Other urban or built-up land': 0.07, 'Transitional areas': 0.36}",0.000315
493,TSP - combined,[ 42.091672 -80.178932],"{'Residential': 0.02, 'Other urban or built-up land': 0.04, 'Transportation, communications and services': 0.94}",0.000158333
494,TSP - combined,[ 42.120561 -80.080318],"{'Commercial and Services': 0.15254237288135594, 'Residential': 0.7033898305084746, 'Other urban or built-up land': 0.1440677966101695}",0.000205
495,TSP - combined,[ 42.145283 -80.040872],"{'Residential': 0.46, 'Industrial': 0.34, 'Transportation, communications and services': 0.2}",0.017190823
496,TSP - combined,[ 40.020581 -79.890874],"{'Commercial and Services': 0.25, 'Residential': 0.52, 'Streams and canals': 0.16, 'Evergreen forest land': 0.06, 'Mixed forest land': 0.01}",0.000275556
497,TSP - combined,[ 39.92891  -77.652191],"{'Commercial and Services': 0.2706766917293233, 'Residential': 0.6992481203007519, 'Other urban or built-up land': 0.03007518796992481}",0.00029
498,TSP - combined,[ 41.371667 -75.742122],"{'Commercial and Services': 0.3150684931506849, 'Residential': 0.684931506849315}",0.011639131
499,TSP - combined,[ 41.485276 -75.57906 ],"{'Residential': 0.76, 'Other urban or built-up land': 0.24}",0.014321263
500,TSP - combined,[ 41.411667 -75.655833],"{'Commercial and Services': 0.79, 'Residential': 0.21}",0.000301
501,TSP - combined,[ 41.445555 -75.62045 ],"{'Residential': 0.91, 'Industrial': 0.09}",0.000321
502,TSP - combined,[ 40.039444 -76.306389],"{'Commercial and Services': 0.83, 'Residential': 0.17}",0.00021
503,TSP - combined,[ 40.055833 -76.306944],"{'Commercial and Services': 0.5841584158415841, 'Residential': 0.07920792079207921, 'Industrial and commercial complexes': 0.10891089108910891, 'Other urban or built-up land': 0.04950495049504951, 'Industrial': 0.1782178217821782}",0.012879310000000001
504,TSP - combined,[ 40.0725   -76.335556],"{'Industrial and commercial complexes': 0.75, 'Cropland and pasture': 0.02, 'Industrial': 0.23}",0.01628125
505,TSP - combined,[ 40.068904 -76.292703],"{'Residential': 0.51, 'Cropland and pasture': 0.29, 'Transportation, communications and services': 0.2}",0.029195596
506,TSP - combined,[ 40.050849 -76.393817],"{'Cropland and pasture': 0.625, 'Industrial and commercial complexes': 0.3, 'Other urban or built-up land': 0.05, 'Transportation, communications and services': 0.025}",0.012128572
507,TSP - combined,[ 40.995848 -80.346442],"{'Commercial and Services': 0.29, 'Residential': 0.07, 'Industrial': 0.64}",0.011884615999999999
508,TSP - combined,[ 40.858073 -80.288384],"{'Commercial and Services': 0.49, 'Residential': 0.38, 'Industrial': 0.13}",0.013385965
509,TSP - combined,[ 40.97696  -80.493113],"{'Residential': 0.5, 'Industrial': 0.04, 'Reservoirs': 0.25, 'Evergreen forest land': 0.17, 'Strip mines, quarries and gravel pits': 0.04}",0.018253846
510,TSP - combined,[ 40.33668  -76.403538],"{'Commercial and Services': 0.06, 'Residential': 0.9, 'Cropland and pasture': 0.04}",0.013863637000000002
511,TSP - combined,[ 40.618617 -75.448505],"{'Commercial and Services': 0.14, 'Residential': 0.41, 'Other urban or built-up land': 0.45}",0.018191666
512,TSP - combined,[ 40.53584  -75.506286],"{'Commercial and Services': 0.22, 'Residential': 0.34, 'Cropland and pasture': 0.44}",0.020242308
513,TSP - combined,[ 40.954172 -75.967131],"{'Commercial and Services': 0.33, 'Residential': 0.45, 'Other urban or built-up land': 0.04, 'Reservoirs': 0.06, 'Strip mines, quarries and gravel pits': 0.12}",0.015701886999999998
514,TSP - combined,[ 41.321944 -75.789167],"{'Commercial and Services': 0.46, 'Residential': 0.5, 'Other urban or built-up land': 0.02, 'Mixed urban or built-up land': 0.02}",0.031967829
515,TSP - combined,[ 41.202224 -75.990742],"{'Commercial and Services': 0.23, 'Residential': 0.61, 'Other urban or built-up land': 0.09, 'Strip mines, quarries and gravel pits': 0.07}",0.0056606059999999995
516,TSP - combined,[ 41.294723 -75.869626],"{'Commercial and Services': 0.24, 'Residential': 0.74, 'Cropland and pasture': 0.02}",0.006925
517,TSP - combined,[ 41.248056 -75.880278],"{'Commercial and Services': 0.88, 'Residential': 0.01, 'Streams and canals': 0.06, 'Industrial': 0.01, 'Transportation, communications and services': 0.04}",0.008702326
